distance
1.656874681872898
1.4151054947828277
1.5279859805794143
1.3218417109356944
1.3457201246099242
1.4263800895548109
1.3507050697560692
1.4003636974342908
1.372581000930393
1.3512058570102212
1.2886683830695362
1.269408117536913
1.41206185929593
1.3445534987827799
1.3752159124550474
1.364780007309896
1.3714311533273535
1.3351021561654217
1.3240187370275807
1.5009911655776187
