mean_pred,observed,n
0.29293293612703425,0.42244224422442245,303
0.3829014042739354,0.4867549668874172,302
0.4191688106799311,0.5,302
0.4456960762712662,0.5596026490066225,302
0.4731107939704539,0.5099337748344371,302
0.5020191222730672,0.5298013245033113,302
0.5346311163308489,0.49337748344370863,302
0.5714015357432419,0.5562913907284768,302
0.6219821302355214,0.5562913907284768,302
0.7211555814554382,0.5960264900662252,302
